t,f
0.000000000000000,0.000000000000000
0.031250000000000,0.000004657787263
0.044194173824159,0.000008483437252
0.062500000000000,0.000016070365238
0.088388347648318,0.000031205990448
0.125000000000000,0.000061457224636
0.176776695296637,0.000121953439577
0.250000000000000,0.000242959864104
0.353553390593274,0.000485050491984
0.500000000000000,0.000969574456526
0.707106781186547,0.001938039216706
1.000000000000000,0.003844895291782
1.414213562373095,0.007502102234505
2.000000000000000,0.014124994953647
2.828427124746190,0.025956053209235
4.000000000000000,0.049273765999503
5.000000000000000,0.082953646788194
6.000000000000000,0.147531648176183
