t,f
0.000000000000000,0.000000000000000
0.031250000000000,0.000001184646177
0.044194173824159,0.000002369436434
0.062500000000000,0.000004739604424
0.088388347648318,0.000009483327062
0.125000000000000,0.000018992516479
0.176776695296637,0.000038162943075
0.250000000000000,0.000077623024259
0.353553390593274,0.000164837387485
0.500000000000000,0.000396527782636
0.707106781186547,0.001217192304547
1.000000000000000,0.005305683466574
1.414213562373095,0.029023581139899
2.000000000000000,0.131069064326449
2.828427124746190,0.443737799758850
4.000000000000000,1.221262369706047
5.000000000000000,2.579392731987339
6.000000000000000,5.440708099883050
