t,f
0.000000000000000,0.000000000000000
0.031250000000000,0.000000882000280
0.044194173824159,0.000001764013918
0.062500000000000,0.000003528165994
0.088388347648318,0.000007057501569
0.125000000000000,0.000014124449270
0.176776695296637,0.000028324325137
0.250000000000000,0.000057247627123
0.353553390593274,0.000119166516376
0.500000000000000,0.000272522696526
0.707106781186547,0.000776816414543
1.000000000000000,0.003363039611933
1.414213562373095,0.020716138619067
2.000000000000000,0.104832870183859
2.828427124746190,0.383815346857554
4.000000000000000,1.247036507630585
5.000000000000000,3.277278006624631
6.000000000000000,6.723860178344639
