t,f
0.000000000000000,0.000000000000000
0.031250000000000,0.000000172467383
0.044194173824159,0.000000345646863
0.062500000000000,0.000000692319237
0.088388347648318,0.000001386152677
0.125000000000000,0.000002774694372
0.176776695296637,0.000005553758611
0.250000000000000,0.000011117732028
0.353553390593274,0.000022266716108
0.500000000000000,0.000044651437099
0.707106781186547,0.000089749895021
1.000000000000000,0.000178875912973
1.414213562373095,0.000336591922229
2.000000000000000,0.000472921099982
2.828427124746190,0.017580448463667
4.000000000000000,0.058808065979684
5.000000000000000,0.077787878602413
6.000000000000000,0.089649522845706
