t,f
0.000000000000000,0.000000000000000
0.031250000000000,0.000000923170640
0.044194173824159,0.000001846292066
0.062500000000000,0.000003692881396
0.088388347648318,0.000007390623251
0.125000000000000,0.000014829208076
0.176776695296637,0.000030072961970
0.250000000000000,0.000063467657131
0.353553390593274,0.000150781051461
0.500000000000000,0.000443478744414
0.707106781186547,0.001589152475619
1.000000000000000,0.006650062282210
1.414213562373095,0.033381950822460
2.000000000000000,0.156007994354392
2.828427124746190,0.564724135721866
4.000000000000000,1.773849155840593
5.000000000000000,3.691559403688766
6.000000000000000,6.992871212803475
