t,f
0.000000000000000,0.000000000000000
0.031250000000000,0.000000153459877
0.044194173824159,0.000000306130215
0.062500000000000,0.000000611159900
0.088388347648318,0.000001220806663
0.125000000000000,0.000002439626668
0.176776695296637,0.000004877041836
0.250000000000000,0.000009753370444
0.353553390593274,0.000019515732449
0.500000000000000,0.000039087696224
0.707106781186547,0.000078446699350
1.000000000000000,0.000157101422573
1.414213562373095,0.000306775343787
2.000000000000000,0.000435616079564
2.828427124746190,0.000398193867536
4.000000000000000,0.003328031840519
5.000000000000000,0.004442629089981
6.000000000000000,0.001353916292010
