t,f
0.000000000000000,0.000000000000000
0.031250000000000,0.000000177322719
0.044194173824159,0.000000354230567
0.062500000000000,0.000000707884267
0.088388347648318,0.000001414991133
0.125000000000000,0.000002829036090
0.176776695296637,0.000005657351088
0.250000000000000,0.000011316191682
0.353553390593274,0.000022644891371
0.500000000000000,0.000045352558895
0.707106781186547,0.000090992429803
1.000000000000000,0.000182189713387
1.414213562373095,0.000354674225757
2.000000000000000,0.000510561531249
2.828427124746190,0.000979684152508
4.000000000000000,0.009391801647852
5.000000000000000,0.024014705764518
6.000000000000000,0.036996074168903
