t,f
0.000000000000000,0.000000000000000
0.031250000000000,0.000000178896669
0.044194173824159,0.000000357726305
0.062500000000000,0.000000715374515
0.088388347648318,0.000001430690157
0.125000000000000,0.000002861492043
0.176776695296637,0.000005723919568
0.250000000000000,0.000011452329232
0.353553390593274,0.000022924250209
0.500000000000000,0.000045934954237
0.707106781186547,0.000092195325031
1.000000000000000,0.000183846365232
1.414213562373095,0.000352540717745
2.000000000000000,0.000511584849120
2.828427124746190,0.004535872903172
4.000000000000000,0.026515023542526
5.000000000000000,0.046010107716172
6.000000000000000,0.058005565629627
