t,f
0.000000000000000,0.000000000000000
0.031250000000000,0.000003434567630
0.044194173824159,0.000006753172126
0.062500000000000,0.000013381372818
0.088388347648318,0.000026626414415
0.125000000000000,0.000053101847272
0.176776695296637,0.000106035351816
0.250000000000000,0.000211890026788
0.353553390593274,0.000423630890984
0.500000000000000,0.000847360660203
0.707106781186547,0.001695367779580
1.000000000000000,0.003380966921342
1.414213562373095,0.006664523474622
2.000000000000000,0.012668047832516
2.828427124746190,0.022460766702669
4.000000000000000,0.036550280737861
5.000000000000000,0.047974437696841
6.000000000000000,0.058737393740309
