t,f
0.000000000000000,0.000000000000000
0.031250000000000,0.000037407957653
0.044194173824159,0.000074815858913
0.062500000000000,0.000149631495358
0.088388347648318,0.000299262109882
0.125000000000000,0.000598520724121
0.176776695296637,0.001197027561111
0.250000000000000,0.002393999982804
0.353553390593274,0.004787781714942
0.500000000000000,0.009574706807478
0.707106781186547,0.019146131735663
1.000000000000000,0.038281113580579
1.414213562373095,0.076584450019795
2.000000000000000,0.154057984070830
2.828427124746190,0.314624017949917
4.000000000000000,0.641546596218121
5.000000000000000,1.005731530547040
6.000000000000000,1.455790833317351
