t,f
0.000000000000000,0.000000000000000
0.031250000000000,0.000000049232793
0.044194173824159,0.000000098524775
0.062500000000000,0.000000197132834
0.088388347648318,0.000000394381755
0.125000000000000,0.000000788920911
0.176776695296637,0.000001578037363
0.250000000000000,0.000003156243159
0.353553390593274,0.000006312292788
0.500000000000000,0.000012622585125
0.707106781186547,0.000025238912236
1.000000000000000,0.000050761408612
1.414213562373095,0.000105558235626
2.000000000000000,0.000233462820023
2.828427124746190,0.000528448567728
4.000000000000000,0.001191088331557
5.000000000000000,0.002075916625458
6.000000000000000,0.003279587586482
