t,f
0.000000000000000,0.000000000000000
0.031250000000000,0.000000000000891
0.044194173824159,0.000000000001783
0.062500000000000,0.000000000003569
0.088388347648318,0.000000000007149
0.125000000000000,0.000000000014340
0.176776695296637,0.000000000028850
0.250000000000000,0.000000000058385
0.353553390593274,0.000000000119534
0.500000000000000,0.000000000250347
0.707106781186547,0.000000000547711
1.000000000000000,0.000000001310843
1.414213562373095,0.000000003896397
2.000000000000000,0.000000016075097
2.828427124746190,0.000000073226342
4.000000000000000,0.000000362411281
5.000000000000000,0.000001337399114
6.000000000000000,0.000005211969416
