t,f
0.000000000000000,0.000000000000000
0.031250000000000,0.000000037034207
0.044194173824159,0.000000074355087
0.062500000000000,0.000000149115095
0.088388347648318,0.000000298800858
0.125000000000000,0.000000598400860
0.176776695296637,0.000001197900277
0.250000000000000,0.000002397227673
0.353553390593274,0.000004795966833
0.500000000000000,0.000009592025913
0.707106781186547,0.000019194209200
1.000000000000000,0.000039120396642
1.414213562373095,0.000086864343007
2.000000000000000,0.000223985741479
2.828427124746190,0.000600729726835
4.000000000000000,0.001526802830595
5.000000000000000,0.002764660514309
6.000000000000000,0.003729451605695
