t,f
0.000000000000000,0.000000000000000
0.031250000000000,0.000000000000819
0.044194173824159,0.000000000001640
0.062500000000000,0.000000000003286
0.088388347648318,0.000000000006596
0.125000000000000,0.000000000013287
0.176776695296637,0.000000000026954
0.250000000000000,0.000000000055418
0.353553390593274,0.000000000116863
0.500000000000000,0.000000000257897
0.707106781186547,0.000000000613248
1.000000000000000,0.000000001630194
1.414213562373095,0.000000005036273
2.000000000000000,0.000000018265059
2.828427124746190,0.000000072929584
4.000000000000000,0.000000301824616
5.000000000000000,0.000000952195212
6.000000000000000,0.000003134093271
