t,f
0.000000000000000,0.000000000000000
0.031250000000000,0.000000000001431
0.044194173824159,0.000000000002864
0.062500000000000,0.000000000005740
0.088388347648318,0.000000000011527
0.125000000000000,0.000000000023236
0.176776695296637,0.000000000047193
0.250000000000000,0.000000000097240
0.353553390593274,0.000000000205835
0.500000000000000,0.000000000456916
0.707106781186547,0.000000001094317
1.000000000000000,0.000000002911971
1.414213562373095,0.000000008781033
2.000000000000000,0.000000029699355
2.828427124746190,0.000000107000109
4.000000000000000,0.000000366275141
5.000000000000000,0.000000797311089
6.000000000000000,0.000001943560163
